iter,train_l1,valid_l1,horizon_h,model,best_iter_from_curve,forced_stop_iter
1,3.8484238863114824,4.367849310534919,1,lgbm_small,125,225
2,3.6900977900275134,4.180375862850497,1,lgbm_small,125,225
3,3.5406309394275053,4.001871936551938,1,lgbm_small,125,225
4,3.414174805259832,3.85138643055382,1,lgbm_small,125,225
5,3.295708989776254,3.7095002645678186,1,lgbm_small,125,225
6,3.1841526095278945,3.5783862457664957,1,lgbm_small,125,225
7,3.064323681814391,3.4382823696294045,1,lgbm_small,125,225
8,2.952149309564732,3.305853181508712,1,lgbm_small,125,225
9,2.8601869006317453,3.1991098255237578,1,lgbm_small,125,225
10,2.7601614895915536,3.0848707595634095,1,lgbm_small,125,225
11,2.679465038782415,2.9930194890730677,1,lgbm_small,125,225
12,2.590803238594616,2.8917673217084117,1,lgbm_small,125,225
13,2.507685985610947,2.7952460453373273,1,lgbm_small,125,225
14,2.4296947215420475,2.7054161925026463,1,lgbm_small,125,225
15,2.3571580685010525,2.6238180687607144,1,lgbm_small,125,225
16,2.28938974525147,2.546536987643563,1,lgbm_small,125,225
17,2.2365430362440697,2.4839724098231586,1,lgbm_small,125,225
18,2.176028437168037,2.4155337589032646,1,lgbm_small,125,225
19,2.119989516253627,2.3517695329292216,1,lgbm_small,125,225
20,2.067380878806841,2.29428855339039,1,lgbm_small,125,225
21,2.0182477213355137,2.2374464520314037,1,lgbm_small,125,225
22,1.973829451717213,2.186483162347016,1,lgbm_small,125,225
23,1.9318561384229371,2.140743829969004,1,lgbm_small,125,225
24,1.892930690220893,2.096821989552074,1,lgbm_small,125,225
25,1.8561288652288823,2.0551925604955934,1,lgbm_small,125,225
26,1.8287650187558613,2.0249837169360823,1,lgbm_small,125,225
27,1.7966723622219474,1.98809500919454,1,lgbm_small,125,225
28,1.7662970517708834,1.9535302717538219,1,lgbm_small,125,225
29,1.7386179736197533,1.9227612491095594,1,lgbm_small,125,225
30,1.7184364455340961,1.9011380764627552,1,lgbm_small,125,225
31,1.6940869541258772,1.8739822662131478,1,lgbm_small,125,225
32,1.6766160196730726,1.8565750679058661,1,lgbm_small,125,225
33,1.6605782842948777,1.8394008181884378,1,lgbm_small,125,225
34,1.640738516971855,1.8174558373731189,1,lgbm_small,125,225
35,1.6221564525121484,1.796962087153624,1,lgbm_small,125,225
36,1.605492725769403,1.7791810247279067,1,lgbm_small,125,225
37,1.5933408348297415,1.7679202433237382,1,lgbm_small,125,225
38,1.5821637316997554,1.755895020496127,1,lgbm_small,125,225
39,1.5672693589485953,1.7397955887858307,1,lgbm_small,125,225
40,1.55348520700711,1.7246074379416427,1,lgbm_small,125,225
41,1.5410837567466509,1.7108297756944437,1,lgbm_small,125,225
42,1.5287490423828254,1.6968263120988523,1,lgbm_small,125,225
43,1.5176209240776681,1.6841794964390164,1,lgbm_small,125,225
44,1.5072603919416818,1.6737494589826472,1,lgbm_small,125,225
45,1.4981855831131834,1.6639005155913853,1,lgbm_small,125,225
46,1.4889524839861916,1.653759638994318,1,lgbm_small,125,225
47,1.4802304909292487,1.6432606786765254,1,lgbm_small,125,225
48,1.4727067586405658,1.6349651042169713,1,lgbm_small,125,225
49,1.4655085082941293,1.6292371242132246,1,lgbm_small,125,225
50,1.4584597410380138,1.6223198331812676,1,lgbm_small,125,225
51,1.4522434098433479,1.6149894558216373,1,lgbm_small,125,225
52,1.4457930467953155,1.608742088327684,1,lgbm_small,125,225
53,1.4416596932746317,1.604753915344,1,lgbm_small,125,225
54,1.4360557294831657,1.5997085177013424,1,lgbm_small,125,225
55,1.4310341074266317,1.5950179145209586,1,lgbm_small,125,225
56,1.4269415546217072,1.5934989685525227,1,lgbm_small,125,225
57,1.422075672424355,1.589185611366154,1,lgbm_small,125,225
58,1.4177064240540198,1.5839826319829449,1,lgbm_small,125,225
59,1.4135914021136704,1.580355362486728,1,lgbm_small,125,225
60,1.4107842190704654,1.5782742621553776,1,lgbm_small,125,225
61,1.4069296750762512,1.575302690764295,1,lgbm_small,125,225
62,1.4032528126291877,1.5716660103332283,1,lgbm_small,125,225
63,1.399808634938835,1.5682533810438946,1,lgbm_small,125,225
64,1.396457273156961,1.5656605277479212,1,lgbm_small,125,225
65,1.3930209303173917,1.5635714361098902,1,lgbm_small,125,225
66,1.3900073002849826,1.5609230119016277,1,lgbm_small,125,225
67,1.3873654101852184,1.5593152958534975,1,lgbm_small,125,225
68,1.3852675911712367,1.5583772436971326,1,lgbm_small,125,225
69,1.3828726735976886,1.5572617167405776,1,lgbm_small,125,225
70,1.3808072058738932,1.5566797038427207,1,lgbm_small,125,225
71,1.3782995970054515,1.554804277543992,1,lgbm_small,125,225
72,1.3761455503874724,1.5525986593929766,1,lgbm_small,125,225
73,1.3745532569485206,1.5515150148655872,1,lgbm_small,125,225
74,1.3726187601987936,1.5507859093707694,1,lgbm_small,125,225
75,1.3702990474867802,1.5478151048373912,1,lgbm_small,125,225
76,1.3683145758559685,1.5456527999276723,1,lgbm_small,125,225
77,1.3662644011486198,1.5439825345348197,1,lgbm_small,125,225
78,1.363881049313362,1.542728235990457,1,lgbm_small,125,225
79,1.3621995098771096,1.5412856568693418,1,lgbm_small,125,225
80,1.360446565845497,1.5405261172068128,1,lgbm_small,125,225
81,1.3584972943950082,1.5381411525872928,1,lgbm_small,125,225
82,1.3565846576460039,1.5365958380427953,1,lgbm_small,125,225
83,1.354682328061695,1.5355076316612895,1,lgbm_small,125,225
84,1.3530992693667327,1.533945693469454,1,lgbm_small,125,225
85,1.3517038442030904,1.5331719986191157,1,lgbm_small,125,225
86,1.3500703363582942,1.5322551680719674,1,lgbm_small,125,225
87,1.3485452295467022,1.5317027867333641,1,lgbm_small,125,225
88,1.3470858453271626,1.5322671722443455,1,lgbm_small,125,225
89,1.345707227793898,1.530808844368095,1,lgbm_small,125,225
90,1.3441214764696494,1.5295969908460407,1,lgbm_small,125,225
91,1.3424328158026995,1.528669718258689,1,lgbm_small,125,225
92,1.3411278816399876,1.528489022887021,1,lgbm_small,125,225
93,1.340218005336478,1.5275569422682582,1,lgbm_small,125,225
94,1.3385278709627004,1.527995674122155,1,lgbm_small,125,225
95,1.337343205261714,1.5268214329902328,1,lgbm_small,125,225
96,1.3356778845247996,1.5279068275919019,1,lgbm_small,125,225
97,1.3338936495937541,1.5275128440677517,1,lgbm_small,125,225
98,1.3324896392570054,1.5293205273286155,1,lgbm_small,125,225
99,1.3311855249012636,1.5289364387823074,1,lgbm_small,125,225
100,1.3299206194964466,1.5281054353439825,1,lgbm_small,125,225
101,1.328463652069865,1.5287399503094006,1,lgbm_small,125,225
102,1.327187296152505,1.5282608564136817,1,lgbm_small,125,225
103,1.326190156895926,1.5283227224467002,1,lgbm_small,125,225
104,1.3253024115208247,1.5272562780497378,1,lgbm_small,125,225
105,1.3241346474797375,1.5266359357621078,1,lgbm_small,125,225
106,1.3226802081507805,1.5280652958090597,1,lgbm_small,125,225
107,1.3215845968475932,1.5278536811548156,1,lgbm_small,125,225
108,1.320518789321819,1.5271895330005163,1,lgbm_small,125,225
109,1.3193255094393233,1.5266992660874468,1,lgbm_small,125,225
110,1.3183032565617796,1.5269939809687556,1,lgbm_small,125,225
111,1.3173875840945342,1.5255516125129218,1,lgbm_small,125,225
112,1.3162243752433722,1.5264170684063716,1,lgbm_small,125,225
113,1.31527172161695,1.526236418915401,1,lgbm_small,125,225
114,1.3142638440643044,1.525688643027856,1,lgbm_small,125,225
115,1.3132626084482073,1.5260588462022784,1,lgbm_small,125,225
116,1.3125994224765112,1.526056417225952,1,lgbm_small,125,225
117,1.311470290787922,1.5257359231287173,1,lgbm_small,125,225
118,1.3105982821322326,1.524892306212441,1,lgbm_small,125,225
119,1.3096562050065432,1.5248553347838154,1,lgbm_small,125,225
120,1.3087424923555864,1.5251695960259002,1,lgbm_small,125,225
121,1.3077791555426708,1.525451778296772,1,lgbm_small,125,225
122,1.3069047063533477,1.5250170047146854,1,lgbm_small,125,225
123,1.3059019159305043,1.5248141072212615,1,lgbm_small,125,225
124,1.305113831392538,1.5248515388909967,1,lgbm_small,125,225
125,1.304475853863859,1.5245579074883553,1,lgbm_small,125,225
126,1.3036470249961543,1.525530825707551,1,lgbm_small,125,225
127,1.302898763064746,1.5266652919874943,1,lgbm_small,125,225
128,1.3021231522688317,1.5267725924139275,1,lgbm_small,125,225
129,1.3014149320296697,1.5276240620437496,1,lgbm_small,125,225
130,1.3004982371275948,1.5261885900871714,1,lgbm_small,125,225
131,1.2996981486950312,1.5262727228957929,1,lgbm_small,125,225
132,1.2989145942150337,1.5260060209048227,1,lgbm_small,125,225
133,1.298285415333505,1.5261614006676074,1,lgbm_small,125,225
134,1.2974724062315952,1.5255226165616902,1,lgbm_small,125,225
135,1.2970097068290767,1.5269182792904437,1,lgbm_small,125,225
136,1.296204450661024,1.5259551713707913,1,lgbm_small,125,225
137,1.295439826911113,1.5265304381754423,1,lgbm_small,125,225
138,1.2949198699468392,1.5270674843633485,1,lgbm_small,125,225
139,1.2943304937165716,1.5283103276970391,1,lgbm_small,125,225
140,1.2934652178769632,1.5280020457056038,1,lgbm_small,125,225
141,1.292823039834036,1.5277709299872497,1,lgbm_small,125,225
142,1.2919048450823847,1.5303274491059466,1,lgbm_small,125,225
143,1.2912085634550692,1.529962361115399,1,lgbm_small,125,225
144,1.290712983962094,1.5298877812805018,1,lgbm_small,125,225
145,1.2899723509150816,1.5295284471981794,1,lgbm_small,125,225
146,1.289547932195642,1.5297787984496463,1,lgbm_small,125,225
147,1.2889501094126805,1.5291931432716277,1,lgbm_small,125,225
148,1.2882610039571074,1.529597073923309,1,lgbm_small,125,225
149,1.2874063516837386,1.5293451493438992,1,lgbm_small,125,225
150,1.2868685458842593,1.5303473014322186,1,lgbm_small,125,225
151,1.2863591816272055,1.5308782335495728,1,lgbm_small,125,225
152,1.2854553312372525,1.5340296881544644,1,lgbm_small,125,225
153,1.284810172944709,1.5336108123179355,1,lgbm_small,125,225
