iter,train_l1,valid_l1,horizon_h,model,best_iter_from_curve,forced_stop_iter
1,4.03719997813969,4.442541770832039,24,lgbm_large,58,158
2,4.013254511521497,4.428569942698831,24,lgbm_large,58,158
3,3.9906778914985175,4.421635822714223,24,lgbm_large,58,158
4,3.9687253281519514,4.410157565449925,24,lgbm_large,58,158
5,3.946966769169894,4.400217948143339,24,lgbm_large,58,158
6,3.9277484636935744,4.3886696595826065,24,lgbm_large,58,158
7,3.9066731239855055,4.3827189814934036,24,lgbm_large,58,158
8,3.8862676591562924,4.372174191368598,24,lgbm_large,58,158
9,3.8663774580515113,4.364699363642821,24,lgbm_large,58,158
10,3.847879992870958,4.357796971416984,24,lgbm_large,58,158
11,3.8286940111834515,4.354017979835249,24,lgbm_large,58,158
12,3.812116307855053,4.346492490534348,24,lgbm_large,58,158
13,3.7951357565210437,4.3362588494462715,24,lgbm_large,58,158
14,3.7770052118768582,4.328204617070365,24,lgbm_large,58,158
15,3.759961644730011,4.320896087629194,24,lgbm_large,58,158
16,3.742136679764878,4.315921327550499,24,lgbm_large,58,158
17,3.7256205839058563,4.313162572529077,24,lgbm_large,58,158
18,3.7099198975777576,4.310225644355098,24,lgbm_large,58,158
19,3.693787251315193,4.304207323242176,24,lgbm_large,58,158
20,3.6780000519556504,4.300587009078703,24,lgbm_large,58,158
21,3.662341945077165,4.294701068450992,24,lgbm_large,58,158
22,3.647354476489769,4.288280395000571,24,lgbm_large,58,158
23,3.6333883826169164,4.285372276020529,24,lgbm_large,58,158
24,3.6189840115683714,4.279054514213775,24,lgbm_large,58,158
25,3.605738523324654,4.274725218022603,24,lgbm_large,58,158
26,3.5921160856191126,4.275852383732547,24,lgbm_large,58,158
27,3.5798802789709674,4.273768667317422,24,lgbm_large,58,158
28,3.5668492069071926,4.267476183448024,24,lgbm_large,58,158
29,3.5540214222344746,4.263684368787406,24,lgbm_large,58,158
30,3.54081422108382,4.261581840842201,24,lgbm_large,58,158
31,3.5276127218915327,4.258880867754277,24,lgbm_large,58,158
32,3.515225545380501,4.259055155767672,24,lgbm_large,58,158
33,3.503620205206469,4.258238336493264,24,lgbm_large,58,158
34,3.491663411780527,4.2542873586602346,24,lgbm_large,58,158
35,3.4796674102657317,4.253509805291985,24,lgbm_large,58,158
36,3.4675828405239075,4.2550947520909865,24,lgbm_large,58,158
37,3.4563362644245417,4.251617635601187,24,lgbm_large,58,158
38,3.444853921438377,4.25066912179953,24,lgbm_large,58,158
39,3.4339565194783503,4.251857648069115,24,lgbm_large,58,158
40,3.42339188850856,4.249977028354052,24,lgbm_large,58,158
41,3.4122773756338356,4.2494036310704315,24,lgbm_large,58,158
42,3.4017892067887043,4.249103455177349,24,lgbm_large,58,158
43,3.3917028284965234,4.247928911554159,24,lgbm_large,58,158
44,3.3813321606160978,4.24859786613851,24,lgbm_large,58,158
45,3.371054083331272,4.247669496585429,24,lgbm_large,58,158
46,3.3618564122135117,4.248678336084564,24,lgbm_large,58,158
47,3.3515732267544536,4.247715442508794,24,lgbm_large,58,158
48,3.34145230155256,4.25102869686501,24,lgbm_large,58,158
49,3.3315268423087394,4.249967520080355,24,lgbm_large,58,158
50,3.323392026998925,4.2507251318336365,24,lgbm_large,58,158
51,3.314054587698251,4.250367365751387,24,lgbm_large,58,158
52,3.3057821156106253,4.25183229210602,24,lgbm_large,58,158
53,3.298129723200461,4.251683441349007,24,lgbm_large,58,158
54,3.2887091674072053,4.252353838089148,24,lgbm_large,58,158
55,3.2792603649516057,4.250738993368856,24,lgbm_large,58,158
